resolution	date	title	session	agendaItem	content	keywords
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Recalling further its resolution 2015/6 of 8 June 2015, in which the Council requested the Commission to continue to apply a thematic approach to its work and to adopt a multi-year programme of work to allow for predictability and adequate time for preparation; and, in selecting its priority theme, to take into consideration, in addition to the Beijing Platform for Action[footnoteRef:1] and the outcomes of the twenty-third special session of the General Assembly,[footnoteRef:2] the programme of work of the Council, as well as the 2030 Agenda for Sustainable Development,[footnoteRef:3] so as to build synergies and contribute to the work of the Council and the high-level political forum on sustainable development, according to the modalities established by the Assembly and the Council in the context of the high-level political forum, [1: Report of the Fourth World Conference on Women, Beijing, 4-15 September 1995 (United Nations publication, Sales No. E.96.IV.13), chap. I, resolution 1, annex II.] [2: General Assembly resolution S-23/2, annex, and resolution S-23/3, annex.] [3: General Assembly resolution 70/1.] 	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Recalling that the General Assembly, the Economic and Social Council and the Commission on the Status of Women, in accordance with their respective mandates and with Assembly resolution 48/162 of 20 December 1993 and other relevant resolutions, should constitute a three-tiered intergovernmental mechanism that would play the primary role in overall policymaking and follow-up and in coordinating the implementation and monitoring of the Beijing Platform for Action, and reaffirming the catalytic role of the Commission in mainstreaming a gender perspective in policies and programmes,	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Acknowledging the centrality of the Beijing Platform for Action to the work of the Commission, and recognizing that a robust, voluntary, effective, participatory, transparent and integrated follow-up and review framework of the 2030 Agenda will make a vital contribution to the implementation of the Platform for Action and help countries to maximize and track progress in order to ensure that no one is left behind,	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	A. Themes for the period 2021-2024	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	1. Decides that the multi-year programme of work of the Commission on the Status of Women for the sixty-fifth, sixty-sixth, sixty-seventh and sixty-eighth sessions will be as follows:	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(a) Sixty-fifth session (2021):	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(i) Priority theme: Women’s full and effective participation and decision-making in public life, as well as the elimination of violence, for achieving gender equality and the empowerment of all women and girls;	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(ii) Review theme: Women’s empowerment and the link to sustainable development (agreed conclusions of the sixtieth session);	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(b) Sixty-sixth session (2022):	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(i) Priority theme: Achieving gender equality and the empowerment of all women and girls in the context of climate change, environmental and disaster risk reduction policies and programmes;	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(ii) Review theme: Women’s economic empowerment in the changing world of work (agreed conclusions of the sixty-first session);	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(c) Sixty-seventh session (2023):	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(i) Priority theme: Innovation and technological change, and education in the digital age for achieving gender equality and the empowerment of all women and girls;	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(ii) Review theme: Challenges and opportunities in achieving gender equality and the empowerment of rural women and girls (agreed conclusions of the sixty-second session);	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(d) Sixty-eighth session (2024):	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(i) Priority theme: Accelerating the achievement of gender equality and the empowerment of all women and girls by addressing poverty and strengthening institutions and financing with a gender perspective;	['address']
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(ii) Review theme: Social protection systems, access to public services and sustainable infrastructure for gender equality and the empowerment of women and girls (agreed conclusions of the sixty-third session);	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	2. Requests the Commission, in order to achieve concrete results in each review cycle, to consider and make a recommendation at its sixty-sixth session, in 2022, on how best to utilize the year 2025, on the occasion of the thirtieth anniversary of the Fourth World Conference on Women, so as to accelerate the achievement of gender equality and the empowerment of all women and girls and the full realization of their human rights;	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	3. Affirms that the Commission will contribute to the thematic reviews of progress on the Sustainable Development Goals taking place at the high-level political forum on sustainable development;	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	B. Methods of work	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	4. Decides that at its sixty-sixth session, in 2022, the Commission should review, as appropriate, its methods of work, adopted by the Economic and Social Council in its resolution 2015/6, taking into consideration the outcome of the process of alignment of the agendas of the General Assembly and the Council and its subsidiary bodies, with a view to further enhancing the impact of the work of the Commission;	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	5. Requests the Secretary-General to submit to the Commission at its sixty-sixth session, taking into consideration the outcome of the process of alignment of the agendas of the General Assembly and the Council and its subsidiary bodies, a report on ways and means to further enhance the impact of the work of the Commission.	[]
E/RES/2020/15	27 July 2020	Multi-Year Programme Of Work Of The Commission On The Status Of Women : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	17 July 2020	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Taking note of Economic Commission for Europe decision C (68) of 10 April 2019, by which the Commission approved the revised terms of reference of the Committee on Environmental Policy, 	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Endorses the revised terms of reference of the Committee on Environmental Policy of the Economic Commission for Europe, as set out in the annex to the present resolution.	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	22 July 2020	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Annex	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Revised terms of reference of the Committee on Environmental Policy of the Economic Commission for Europe	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	1. The Committee on Environmental Policy concentrates its efforts on preventing environmental damage, including from climate change, promoting sustainable management of environmental resources and contributing towards the development of cooperation in the field of the environment among countries of the Economic Commission for Europe region, thereby leading to improvements in the region’s environment. 	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	2. In particular, the Committee, as a multilateral forum for cooperation in the area of the environment in the Commission region, will:	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(a) Serve as an instrument for member States to provide policy direction in the region and to launch international initiatives, including the preparation of ministerial meetings in the region to review environmental priorities and adopt a strategic environmental policy;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(b) Act as the convening body for the preparatory processes for the Environment for Europe ministerial conferences and implement relevant outcomes of the ministerial conferences;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(c) Promote and define the modalities of environmental performance reviews in interested countries, using a country needs-based approach, adopt the conclusions and recommendations of the reviews and assist member States in their implementation;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(d) Oversee the development and implementation of the Shared Environmental Information System in support of a regular process of environmental assessment in the region;	['information']
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(e) Promote and strengthen environmental information and observation capacity and the use of indicators to assess progress, particularly in countries of the Caucasus, Central Asia and Eastern and South-Eastern Europe and other member countries of the Commission, as appropriate, in order to provide reliable and relevant information on the state of the environment as a basis for improved policymaking and public awareness;	['information']
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(f) Consider the need for and develop, as appropriate, legally binding instruments, recommendations, methodologies and guidelines with a view to improving environmental management in member countries;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(g) Conduct and support international activities that:	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(i) Promote environmental protection and sustainable development in the region at the subregional and transboundary levels;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(ii) Facilitate the contribution of the work of the Committee to the United Nations Environment Assembly at the global level;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(iii) Promote effective and cost-efficient cooperation among all parties concerned in the areas of its mandate;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(iv) Encourage public participation in environmental decision-making with the involvement of civil society, including the private sector, in accordance with the United Nations procedures and the national practice of Commission member States;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(h) Promote cooperation and share experience among the environmental conventions of the Commission, supporting effective implementation of these instruments;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(i) Promote implementation of policy instruments and tools and the legally binding instruments of the Commission with a view to strengthening the capabilities of countries in the Caucasus, Central Asia and Eastern and South-Eastern Europe, through technical assistance, advisory missions and capacity-building upon the request of a member State;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(j) Assist member States, as necessary, to integrate environmental considerations into other policies, to promote cross-sectoral approaches and to use indicators to assess progress, as appropriate;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(k) Contribute to the Commission region’s implementation of the environmental dimension of the 2030 Agenda for Sustainable Development[footnoteRef:1] and support the regional meetings, such as the Regional Forum on Sustainable Development for the region, organized in preparation for meetings of the high-level political forum on sustainable development; [1: General Assembly resolution 70/1.] 	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(l) Regularly review its programme of work to ensure the coherence of its activities with the overall objectives of the Commission, develop synergies and propose to the Commission modalities for cooperation with other sectoral committees on issues of common concern;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(m) Facilitate the achievement of synergies in the implementation of regional environmental programmes, including those developed through regional economic integration organizations, and cooperate with other United Nations regional commissions, international organizations and other relevant bodies, including financing institutions, to avoid duplication of work and enhance synergies;	[]
E/RES/2020/17	28 July 2020	Revised Terms Of Reference Of The Committee On Environmental Policy Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(n) Promote and support member States’ efforts to achieve the Sustainable Development Goals.	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Taking note of Economic Commission for Europe decision D (68) of 10 April 2019, by which the Commission approved the revised terms of reference of the Steering Committee on Trade Capacity and Standards,	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Endorses the revised terms of reference of the Steering Committee on Trade Capacity and Standards of the Economic Commission for Europe, as set out in the annex to the present resolution.	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	22 July 2020	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Annex	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Revised terms of reference of the Steering Committee on Trade Capacity and Standards of the Economic Commission for Europe	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	The Steering Committee on Trade Capacity and Standards is an intergovernmental body that oversees and guides the development of international norms and standards, procedures and best practices that reduce the costs associated with export and import processes and increase the efficiency, predictability and transparency of trade regulations and procedures and the movement of goods and services.	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	The Steering Committee shall:	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	1. Review and endorse standards and recommendations developed by the Working Party on Regulatory Cooperation and Standardization Policies (Working Party 6) and the Working Party on Agricultural Quality Standards (Working Party 7).	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	2. Draft the programme of work on trade capacity and standards and review and endorse the workplans of Working Party 6 and Working Party 7, and recommend these to the Executive Committee of the Economic Commission for Europe for approval. 	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	3. Review the results of demand-driven studies (financed by extrabudgetary resources) that identify procedural and regulatory barriers to trade in member States in coordination and cooperation with other relevant international organizations. Capacity-building and technical assistance activities to help countries in the region to implement standards developed under the subprogramme may be decided in accordance with paragraph 18 (a) of Commission decision A (65) of 11 April 2013. Support the achievement of Sustainable Development Goals 8 and 9[footnoteRef:1] by reviewing the systemic issues emerging from the studies and the regulatory work of Working Party 6 and Working Party 7. [1: See General Assembly resolution 70/1.] 	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	4. Liaise and coordinate its work with other committees and relevant subsidiary bodies of the Commission, in particular the Committee on Innovation, Competitiveness and Public-Private Partnerships, and coordinate its work with other relevant United Nations programmes and agencies, as well as other relevant organizations and stakeholders and international standards-setting organizations in order to achieve synergies and to avoid possible overlap and duplication.	['standard']
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	5. Meet once a year for a maximum of one and a half days in a session that is open to all relevant international organizations and other stakeholders and held, as feasible, back-to-back with the annual session of either Working Party 6 or Working Party 7.	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	6. Elect its own Bureau, which includes the Chairs of Working Party 6 and Working Party 7 as ex officio members.	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	7. Report to the Executive Committee.	[]
E/RES/2020/18	28 July 2020	Revised Terms Of Reference Of The Steering Committee On Trade Capacity And Standards Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	8. Operate under the rules of procedure of the Commission and the guidelines on procedures and practices for Commission bodies, as agreed in Commission decision A (65).	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Taking note of Economic Commission for Europe decision F (68) of 10 April 2019, by which the Commission decided to change the name of the Working Group on Ageing to “Standing Working Group on Ageing” and approved the revised terms of reference of the Standing Working Group,	['name']
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Endorses the change of name and the revised terms of reference of the Standing Working Group on Ageing of the Economic Commission for Europe, as set out in the annex to the present resolution.	['name']
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	22 July 2020	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Annex	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	Revised terms of reference of the Standing Working Group on Ageing 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	of the Economic Commission for Europe	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	A. Mandate	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	1. The Standing Working Group on Ageing is an intergovernmental body which is subsidiary to the Executive Committee and reports regularly to the Executive Committee on its work programme and achievements. The Standing Working Group builds on the 10-year effective and fruitful experience of the Working Group on Ageing instituted in December 2008.	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	2. The mandate of the Standing Working Group emanates from the following recent resolutions and global agendas: General Assembly resolution 72/144 of 19 December 2017 on the follow-up to the Second World Assembly on Ageing, the 2030 Agenda for Sustainable Development,[footnoteRef:1] the World Health Organization global strategy and action plan on ageing and health 2016-2020[footnoteRef:2] and the Programme of Action of the International Conference on Population and Development[footnoteRef:3] beyond 2014. [1: General Assembly resolution 70/1.] [2: See World Health organization, document WHA69/2016/REC/1.] [3: Report of the International Conference on Population and Development, Cairo, 5-13 September 1994 (United Nations publication, Sales No. E.95.XIII.18), chap. I, resolution 1, annex.] 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	B. Objectives	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	3. The Standing Working Group aims to help all countries in the region of the Economic Commission for Europe to mainstream population ageing into their policy and regulatory framework in order to adjust to demographic changes and create an environment conducive to the full realization of the individual and societal potential of living longer. The Working Group supports the realization of the policy principles set out in the Madrid International Plan of Action on Ageing, 2002[footnoteRef:4] and its Regional Implementation Strategy and the subsequent ministerial declarations on ageing among the Commission member States. It strives for synergies in the activities related to the implementation and monitoring of the Madrid Plan of Action/Regional Implementation Strategy and those related to the regional/national follow-up of the implementation of the 2030 Agenda for Sustainable Development and other population-related international frameworks such as the Programme of Action of the International Conference on Population and Development beyond 2014 and the World Health Organization global strategy and action plan on ageing and health 2016-2020. [4: Report of the Second World Assembly on Ageing, Madrid, 8-12 April 2002 (United Nations publication, Sales No. E.02.IV.4), chap. I, resolution 1, annex II.] 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	C. Membership	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	4. The membership of the Standing Working Group consists of national focal points on ageing representing the member States of the Commission region. National focal points are expected to be appointed for a longer period, if possible, and be able to inform all related ministries and agencies about initiatives and activities of the Working Group. In addition, representatives of relevant international organizations, non-governmental organizations, the private sector and academia can also be invited as observers, in compliance with the rules and practices of the United Nations in this respect. 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	D. Activities	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	5. The Standing Working Group, acting within the framework of the policies of the United Nations, is entrusted with the implementation of the population component of the Housing, land management and population subprogramme of the Commission. The work of the Working Group is demand-driven, focuses on issues of population ageing and intergenerational relations, and aims to contribute to the effective implementation of commitments made by member States at international summits on population issues, in particular the commitments of the Madrid Plan of Action/Regional Implementation Strategy and the 2030 Agenda for Sustainable Development, by: 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(a) Promoting international cooperation, exchange of experience and policy discussion on ageing and intergenerational relations taking into account the situation and different needs of individual countries;	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(b) Developing guidelines and policy recommendations for Governments on population ageing issues;	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(c) Supporting monitoring activities and coordinating the five-year review and appraisal exercises of implementation of the Madrid Plan of Action/Regional Implementation Strategy;	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(d) Providing demand-driven policy advisory services and other capacity-building activities;	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(e) Raising awareness of population ageing and its implications throughout the Commission region;	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	(f) Creating synergies with related policy agendas and collaboration within and outside the Commission. 	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	6. The Standing Working Group operates in accordance with a multi-year programme of work anchored in the periodic review and appraisal of implementation of the Madrid Plan of Action/Regional Implementation Strategy as well as the implementation of and follow-up to the 2030 Agenda for Sustainable Development.	[]
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	7. The Standing Working Group cooperates and determines its activities in close contact with other United Nations agencies and international governmental and nongovernmental organizations active in the field of ageing to avoid duplication and to focus on challenges of specific interest to Commission member States. It promotes cooperation with international organizations and encourages partnership among the public and private sectors in addressing the implications of population ageing. 	['address']
E/RES/2020/19	28 July 2020	Change Of Name And Revised Terms Of Reference Of The Working Group On Ageing Of The Economic Commission For Europe : Resolution / Adopted By The Economic And Social Council	2020	Economic and Social Council	E. Officers	[]
